id,sentimen,tweet,emoticon_score,ortografi,exclamation,lexicon_score,jj,neg,lexicon_pos_score,lexicon_neg_score
637,1,bahak bahak bareng keluarga priends nonton bareng pesbukers kakak olga hibur,0,0.0,0,1,0,0,1,0
638,0,badan mau kasur otak pikir rumah sakit,0,0.0,0,-1,1,0,0,1
639,1,semangat sayang tunggu anak lahir a emotxtawa h emotxtawa exo comingsoon exo exoplanet weareoneexo,2,0.05,0,2,0,0,2,0
640,1,main telegram niat lacak akun akun profesional terorisme coba bikin channel 1 ek subscribers gabung ayo teman,0,0.0,0,2,2,0,2,0
641,0,ish hah yah nya tidak bandel,0,0.0,0,1,1,1,1,0
642,0,huah lepas tol jokowi sebal,0,0.0,0,-1,0,0,0,1
643,1,semangat semangat karawang central plaza,0,0.0,1,2,1,0,2,0
644,0,seh jahat tulisanya jelek p yah,-1,0.0,0,-2,1,0,0,2
645,0,manusia tidak erti posisi si panitia ganti gegara maksimal kumpul kumpul 3 jam 3 jam ebuset wka,0,0.0,0,0,2,1,0,0
646,0,tuju aduh orang tidak modal sangat     sangat orang kaya mah iya delkon bumi,0,0.0,0,-1,1,1,1,2
647,1,sayang insan sayang bahagia hormat insan sayang makna tiada sayang tiada hormat,0,0.0,0,6,0,0,6,0
648,0,korban sexualharassment berani speak up dibully bilang ironis tidak kaum hawa ikut nyinyirin kayak biasa dikirimin foto titit deh empati cewek tidak saveviavallen,0,0.0,0,-1,1,2,2,3
649,0,sungguh sangat bejad anggota dpr wakil rakyat bayar uang rakyat salah aparat densus 88 dukung teroris,0,0.07692307692307693,1,0,1,0,1,1
650,0,demam motor ayago sial ,-1,0.0,0,-1,0,0,0,1
651,0,uwopak jokowi mane jakarta pasang  macet,-1,0.0,0,-1,1,0,0,1
652,0,susah ngadepin orang tekak,0,0.0,0,-1,0,0,0,1
653,1,emotxtawa lucu sih diunfolmantan accord nya gapernah aktif rthn pas aktif diunfol amp dengar suara benar bagus kalah keras salah atas,1,0.0,0,3,5,0,6,3
654,1,makan bincang orang sayang nikmat by me taichangoreng,0,0.0,0,2,0,0,2,0
655,1,cinta beda cari salah tim tuju frn,0,0.034482758620689655,0,0,1,0,1,1
656,0,shift tidak semangat shift   welcome to the jungle by starbucks flavor blis ,0,0.0,0,-1,0,1,0,1
657,0,tanpa benar rasa sepi minggu kangen timbul ingin milik kangen,1,0.03571428571428571,0,-3,0,0,0,3
658,1,sangat sunyi bagi pagi jelang siang sore jelang malam tiada henti tuk pikir mu saudara alas tuhan sadar sadar cinta buta,0,0.0,1,3,0,0,3,0
659,1,indah bibir umat manusia panggil indah ibu penuh harap cinta manis dalam hati kahlil gibran,0,0.0,0,5,2,0,6,1
660,1,8 juli 2018 terimakasih tidak disbutkan satu tanggal 8 juli 2018 mua photo looping cr ent picasso cibiru jawa barat indonesia,0,0.029411764705882353,0,1,0,1,1,0
661,1,iya tidak a emotxtawa iya wiraswasta susah kadang bagus kadang mati hati hati sangat untung orang istri keren sih toko jual durian lebaran jual kue pent,1,0.0,0,2,2,1,4,2
662,1,iklan pepsoden lucu iya,0,0.0,0,1,0,0,1,0
663,0,salah aku kali salah publik eh,0,0.0,2,-2,3,0,0,2
664,0,kmnya kali deh sakit hati emotxtawa h,1,0.0,0,0,1,0,1,1
665,0,vedevah kartu multi trip gajelas guna isi saldo kmt tap suruh beli kartu thb etan,0,0.09090909090909091,0,0,1,0,0,0
666,1,sunguh ku sayang pada mama,1,0.0,0,1,1,0,1,0
667,0,bukti indonesia gubernur tidak cerdas moral bodoh dongok,0,0.22727272727272727,0,-2,0,1,1,3
668,1,rakit rakit lupa bahagia streetcubeastborneo streetcubbalikpapan janganlupabahagia streetcubkaltim streetcubfans streetcub bp streetcub,0,0.14285714285714285,0,1,0,0,2,1
669,1,suka ayah salah satu setia mana buktiin cinta 1 umur hidup berani ngelakuin apa pntg hidup sang puja hati mati,0,0.0,0,4,1,0,6,2
670,0,save kampus alas tuk pelihara laku teror negeri kapolri tawar fh fz gar penggrebekan laku teroris rasa tegang aktivis tidak,0,0.05263157894736842,0,-2,0,1,0,2
671,0,iya nebagaimana iya hadiah hadeh bingit,0,0.0,0,-1,0,0,0,1
672,1,pakai asa bicara nya cmn bnrn caesar connor oke didi darren its not bad untung suka pda nyanyi,0,0.0,0,3,0,0,3,0
673,0,sakit kecewa sedih rapuh tidak lihat sat alah kasih kebahagian,0,0.0,0,-3,1,1,1,4
674,0,ahelah norak si pulang ,-1,0.0,0,-1,0,0,0,1
675,1,kancing kemeja pakai jaket sungguh ican geleng kepala laku sahabat ganteng mah diapain bagus terima kasih balas ezra senyum ican ah indah,0,0.0,0,3,2,0,4,1
676,0,cewek kena sexual harassment berani speak up eh dinyinyirin nyinyir cewek emotxtangis heran deh netijen mata serba salah dasar cebong,-1,0.0,0,-4,2,0,1,5
677,0,hm iya lihat orang against via vallen mana leceh iya leceh verbal fisik inget digituin hm,0,0.0,0,-2,1,0,0,2
678,1,selamat tunai ibadah sholat magrip,1,0.0,0,3,2,0,3,0
679,1,kesini terimakasih kasih sempat explorebanten exploreindonesia pandeglang mountain pulosari,0,0.0,0,2,1,0,2,0
680,1,hubung mempunyiai tuju hubung cinta pasang kasih tuju meni serius cinta bukti pelamin,0,0.0,0,2,0,0,2,0
681,0,sangat contoh jalan kampung simpang parmonangan balata bosar bandar jawa rusak nya parah,0,0.0,0,-2,2,0,0,2
682,0,bigrt sat jadi sampah jadin sampah,0,0.0,1,-2,0,0,0,2
683,0,hati kecewa sakit hati blok ehmjangan harap kenal dm ribu kali tidak ladenin tau kenal rasain gmna chat tidak buka buka tidak balas,0,0.0,0,0,3,3,2,2
684,0,sepele iya gpntng,0,0.0,0,-1,0,0,0,1
685,1,selamat bebuka sop kambing sate ayam esteh manis alhamdulilah cilandak ,1,0.0,0,3,1,0,3,0
686,0,beda pas kampung halaman sangat prihatin tulis mohonantri serobot antri,0,0.0,0,0,0,0,1,1
687,1,rica hapy birthday iya bahagia dunia akhirat  ,0,0.0,0,1,0,0,1,0
688,0,kppn akun facebook ig twitter dipost kppn tidak tidak update medsos kantor sdgkan medsos susah cari konten dyaar,0,0.0,0,-1,2,2,0,1
689,1,leha-leha cantik bps jakarta p,-1,0.0,0,1,0,0,1,0
690,0,kemarin listrik segel lambat bayar lunas lapor mlcalcenter 1-13 progresreportnya sangat lamban,0,0.0,0,-1,1,0,0,1
691,1,jalan ku buntut ku jalan samping sahabat quotesoftheday,0,0.0,0,0,0,1,0,0
692,0,lho kir hati tega buang sampah plastik sembarang males kurang pakai plastik kresek plastik kemas,0,0.0,1,-5,0,0,0,5
693,0,ribut via vallen iya sih tidak nyinyir mah main sepak bola bla bla bla eh gausa coba nge dm orang tidak bla bla bla nyinyir bau anyir nying,0,0.0,1,-2,0,2,2,4
694,1,sebucin tulus sayang maaf fakeworld asa it s a real sayang iya sayang neng iya neng sedih iya sedih coba main fakewolrd pakai asa real,0,0.0,0,4,1,0,6,2
695,1,barang beli skarang google glaskayaknya keren dibandingin direktur ioijakfm jokyeini,0,0.0,1,1,0,0,1,0
696,1,terimakasih aunty peluk erat kean,1,0.0,0,2,0,0,2,0
697,0,bu tidak nomor seri photo copyan potong nilai sih kcl potensi dapat daerah hilang,0,0.0,0,0,0,1,1,1
698,1,hai teman selamat siang selamat pagi,0,0.0,0,2,2,0,2,0
699,0,bilang anak senang ros sodorin anak tantrum ngantuk tidak bobo istigfar kenceng,0,0.3684210526315789,0,1,0,1,1,0
700,0,sakit sangat ngebongin peras serba salah,0,0.0,2,-2,2,0,0,2
701,0,niat masjid sholat nya lantai 2 harap obob manjah tidak solat fact fullhouse shaf bhay,0,0.0,1,1,0,1,1,0
702,1,tidak tweet dukung bilang terima kasih member bangtan pantes sayaang army sayang bangtan pecah belah iya kuat sayang maaf army army benci,0,0.0,0,4,2,1,6,2
703,0,eh sok,0,0.0,0,0,0,0,1,1
704,0,utsnya sistem pasrah pusing universitas mercu buana menteng ,0,0.0,0,-1,0,0,0,1
705,1,sayang mutualku maap mutual luv teenchoice choicefandom btsarmy,0,0.043478260869565216,0,1,0,0,1,0
706,1,emotxtawa nama villa salse hotel warung bagus sih kak nyaman bird park,1,0.0,0,2,1,0,2,0
707,0,telkomsel sial,0,0.0,1,-1,0,0,0,1
708,1,mata mata ku jatuh cinta,0,0.0,0,1,0,0,1,0
709,0,bodo si payah,0,0.0,1,-1,0,0,0,1
710,1,gurau canda kapar gojek ampe rumah pantat tepos jauh bks ujung ujung but syukur kumpul teman teman ajar 1 syukur 2 teliti buru 3 istirahat,0,0.0,0,4,0,0,4,0
711,0,sedih putus mantan asyik ngebuktiin cewek cowo sayang type udahan hubung tidak cocok tidak salah,0,0.0,0,0,1,2,3,3
712,0,maapkan,0,0.0,0,0,0,0,0,0
713,0,malam benefit batal dropshiper tidak atur langgar sensitive nomor,0,0.0,0,0,0,1,0,0
714,1,oki setiana dewi cantik sangat,1,0.0,0,1,0,0,1,0
715,0,bayang diri cengkerama wanita wanita cantik barusan lumayan mantik api cemburu sadar kerucut bibir kerut kening tidak tolak usap pipi melirikm,0,0.0,0,2,1,1,2,0
716,0,mantan ketua mpr takluk ketua partai takluk tertawa buron sang takluk emotxtawa kelompok gerombol suka gaduh,1,0.03571428571428571,0,1,1,0,1,0
717,1,selamat raih penghargan malam penghargan main baik chelsea 201-201 13,0,0.0,0,2,2,0,2,0
718,1,iya coi tidak papa coi salam damai,0,0.0,2,1,1,1,1,0
719,1,untuk pasang ajak bicara erti maklum sembunyi definisi romantis versi,0,0.0,0,1,1,0,1,0
720,0,rghari i menang mata sipit bulan mati jonghyun hati hampa banget i miskamu so much t,0,0.08333333333333333,0,0,1,0,1,1
721,0,langsung mewek baca thread keren maksimal usaha orang misi selamat gugur,0,0.0,0,0,1,0,1,1
722,0,3 lambat berfikir nya parah sangat ,-1,0.0,0,-2,1,0,0,2
723,1,nasi uduk banci aduh enak sangat sih emotxtawa hha,1,0.0,0,0,0,0,1,1
724,1,pihak politik salut beliau moga jejak ikut nada giat beliau dunia politik biar jalan politis jaga gawang,0,0.0,0,3,1,0,5,2
725,1,insya alah selamat pagi terima berkah,1,0.0,0,2,1,0,2,0
726,1,then bentuk thr jalan kota yes orang hobby travelling kendara wisata jawa lajak,0,0.0,0,0,0,0,0,0
727,1,menggunakn sistem demokrasi bgtulah jlnnya perintah upaya baikterusuntuk ksejahteraan,0,0.0,0,1,0,0,1,0
728,1,iya allah merinding sangat lihat menara eiffel keren sangat paris romantis,-1,0.0,0,3,1,0,3,0
729,1,sayang cuma mas nafas oksigen mas sayang,0,0.0,0,2,0,0,2,0
730,0,ajak ribut si buka merem iya eh,0,0.0,0,-1,1,0,0,1
731,1,ataausaya tidak rumah jelang lebaran tidak biasa orang orang jelang lebaran aduh cerah mention,0,0.0,0,-1,0,2,0,1
732,1,emotxtawa niat titip bamer ketemu kang sayur hubung beli pasar titip tertawa suami,1,0.0,0,1,0,0,1,0
733,0,cemburu s,0,0.0,0,-1,0,0,0,1
734,1,tidak batas chatan or main serah larang sempat orang bohongin gede serah yah ensenang jalan hubung iniw,0,0.0,0,-3,0,1,0,3
735,1,pilih meni tidak daftar pilih tertawa inti bebas pikir pilih hidup intervensi mana,0,0.0,0,2,0,1,2,0
736,0,mrk ceritain apa ttglo mrk sbnrnya buka aib iri tidak so focusing on your path biarin anjing mengonggong haters mengonggong,0,0.027777777777777776,0,-3,0,1,0,3
737,1,eh mas adi terima kasih 3 semangat iya,1,0.0,0,2,0,0,2,0
738,1,pemuda i indonesia bangga indonesia pimpin hebat tidak dar tindak doa rakyat indonesia moga jujur bijaksana,0,0.2962962962962963,0,6,1,1,6,0
739,0,yah kecewa,-1,0.0,0,-1,0,0,0,1
740,1,aamiin yalah terima kasih selamat tanggal hes hihi awet selamat tangal 3 kali alfian,0,0.0,0,4,2,0,4,0
741,0,pln bangssat mati listrik,0,0.16666666666666666,0,-1,0,0,0,1
742,1,ngerasa friendzoned mikir sayang tidak cinta umur gin inti pacar deh iya temanbukanpacarbukan tertawa,0,0.0,0,0,0,1,2,2
743,1,congraduation angela merici akuagak sedih sih yapadahal sengaja ngalah tetep duluan kamusudah sarjana lho njel rang yalemot-yalemotnya,0,0.0,0,-2,2,0,0,2
744,0,kejar depan pas tidur paksa kosan pas tidur cubit cubitin ganggu gangguin malam mesti pagi nya si cowo bablas,0,0.0,0,0,2,0,2,2
745,1,mimpi indah malam selamat malam,0,0.0,0,2,2,0,2,0
746,0,rasional pikir yassona partai koruptor,0,0.0,0,-1,1,0,0,1
747,1,kohen ahsan keren,0,0.0,0,1,0,0,1,0
748,0,sampah orang suka compare orang ah ah tidak suka blah,0,0.0,0,-1,0,1,1,2
749,1,gila kurnia meiga gila,0,0.0,0,0,0,0,0,0
750,0,ngurusin anak isthn ngurusin anak rangkak otak pakai tolong  ,0,0.0,0,0,0,0,0,0
751,0,tiga nak gondong auk darimana asal gerah malam tidak tidur nyeri kepala,0,0.0,0,0,0,1,0,0
752,1,rnya kemarin main kejakarta cuma tidak sholat alhamdulillah sempat kah daerah masjid istiqlal makan enak,0,0.0,0,1,1,1,3,2
753,0,tingal klender macet cacing,0,0.0,0,-1,0,0,0,1
754,0,gasuka sih gondok dongkol mangkel kaget meniqasemoga insyafmu tidak abal abal iya mas tertawa tertawa tertawa moga alim beneran inget tidak iya habluminallah,0,0.0,0,4,2,2,5,1
755,0,pas aktip ig twitter lari pas cuit ig malsaya dangkal butuh hingar pasar,0,0.0,0,1,1,0,2,1
756,1,yapokoknya sayang serius gabohong i love youxeno,0,0.0,0,2,1,0,3,1
757,1,iya jodoh ayo baik laku biarpum meni,0,0.0,1,1,0,0,2,1
758,1,suka skinship pacar peluk cium nangkring paha duduk pangku iya deh emotxtawa w teman cewek canggung nyahah,1,0.0,0,1,1,0,1,0
759,1,ngobrol kiya adik doain mamah iya adik blablabla adik kiya bantu doa iya manggut manggut senyum tulus sangat muka tidak erti bilang doain iya adik senyum smbl peluk,0,0.0,0,3,1,1,3,0
760,0,sok jek lho juke iya balik cie cemburu,0,0.0,0,-2,0,0,0,2
761,1,keren tidak bilang anti islam 3 5 triliun 14-14 hektar kampus rujuk islam dunia kelas al azhar proyek pondok pesantren madrasah masjid fasilitas ummat bilang beliau an,0,0.0,1,2,1,1,2,0
762,1,bahagia gimanapun persepsi orang bahagia bahagia beda persepsi orang bahagia orang tidak ngerasain ngerasain bahagia,0,0.0,0,4,1,1,4,0
763,1,kali gojek tidak pngen cepat gara-gara dngerin cerita mas sangat tarik kospun cerita emotxtawa w,1,0.0,0,2,1,1,3,1
764,1,terimakasih dinas industri usaha kalimantan selatan kunjung putrikedatonspa moga lain sempat kunjung,0,0.0,0,2,0,0,2,0
765,0,fanatisme foto rusa bus persib bis kanan,-1,0.0,0,-1,0,0,0,1
766,0,terkadang sahabat pacar dar curah hati antem iya sofi 24 pacar teman kdg curhatnya suka tidak sebel pacar marah ku sleding kelen,0,0.0,0,3,1,1,3,0
767,1,bagus juta jempol pt kai rt detikcom parkir luas tumpang krl stasiun bekas http t co bhzlijojay http t co oszvetrebr,0,0.16,0,2,2,0,2,0
768,0,cewek anggep cewek speak up against anya sexual harassment laku norak sangat mana sisterhoodnya leceh terima iya tidak harga cewek pikir,0,0.0,0,-2,0,1,0,2
769,0,emotxtawa sibuk sih nya p ajak   mh mau,0,0.0,0,-1,0,0,0,1
770,0,bantu ribut malam kaya tidak cat,0,0.0,1,0,1,1,1,1
771,0,dp bm si dp apan dp nya sok laki ye emotxtawa ngakakdi,1,0.0,0,-1,0,0,0,1
772,1,mabok nik rt nikitaps hbd kakak cinta be the best kak lengking iya suara indah gbu raisago,1,0.034482758620689655,1,1,0,0,1,0
773,1,citra cantik i love you,0,0.0,0,2,0,0,2,0
774,0,beda dapat wajar sudut salah tidak apa leceh tetap leceh harua hukum efek leceh jangka forgiveme,0,0.0,0,-1,1,1,2,3
775,0,dear coba tb-tb sms kaya minus ibok kaget bangun nyalain hp langsung palakin terima kasih iya,0,0.0,0,0,2,0,1,1
776,1,ngucapin bahagia birthday 24 nursehah moga berkah umur murah rezeki sehat rajin ibadah wanita kuat inspirasi bnyak orang wish althe best girl inisahurtiketcomharike-inisahurtiketcomharike0 netmediatama,0,0.0,0,8,3,0,8,0
777,0,monggo baik krl jurus bekas cikarang bogor tanah abang hutan kuat menang c,0,0.038461538461538464,0,1,1,0,2,1
778,1,alhamdulillah belanja lokal murah lengkap lapak belah tidak suruh usaha ihsan rapi milik orang islam,0,0.0,0,4,2,1,4,0
779,1,hidup indah sisi sisi dingin,0,0.0,0,2,1,0,2,0
780,0,norak yah  sih norak ih akoh molo sih seble x siram luka pakai air,-1,0.0,0,-3,0,0,0,3
781,0,hademembicarakan sesat pikir kayak mbak tidak sadar pikir verbal harrasment sbnrnya cermin twit-twit anak suka digodain pakai tytyd vdan mayoritas cewek tidak selera terima digituin diem,-1,0.0196078431372549,0,0,1,2,2,2
782,0,sibuk,0,0.0,0,-1,0,0,0,1
783,0,beli tong sampah made in jerman biar tara negara eropa hubung dar tong dar wadah tidak nyetarain bangsa masyarakat tong sampah,0,0.0,0,-2,2,1,0,2
784,1,jodoh iya ketemu minggu bli bawain kain emak pulang bawa kebaya bordir kasih girang pasang baju cantik,0,0.0,0,2,2,0,2,0
785,0,ganti baju putih emotxtawa xenamonica eh dp x x salah ngmong maksud avatar  emotxtawa,1,0.0,0,-1,2,0,0,1
786,0,emangsih urusanya pehape,0,0.0,0,0,0,0,0,0
787,0,ho rt estijo emotxtawa h prt sial tertawa rt estijo more h,0,0.0,0,0,0,0,1,1
788,0,ajar untung tidak usut kapok ajar teman teman ngerasain jatoh,0,0.0,0,3,0,1,3,0
789,1,ksini azizahwardhani nhieaang enak banget nasi uduk buat aang,1,0.045454545454545456,0,1,0,0,1,0
790,1,fukudako bal ramen baik lidah selera enak ramennya puas porsi kenyang ,0,0.0,0,4,2,0,4,0
791,0,tidak aminin doa tidak mustajab orang umroh niat politik tidak qobul kampanye teriak takbir sang cipta coblos mikir,0,0.0,0,-2,0,3,1,3
792,1,sakit moga sehat cari kerja temu bimbang yakin hilang arah allah sehat bahagia,0,0.0,0,1,2,0,4,3
793,0,benci inem ainijablayalaypelacur wkw,0,0.0,1,-1,0,0,0,1
794,0,sumpah jijik denger lagu aaisyah jatuh cinta syantik syantik goyang jari ah,0,0.0,0,0,1,0,1,1
795,0,apan sih kak kaya nya tidak suka sangat,0,0.0,0,-1,1,1,0,1
796,0,emotxtawa h kuncin hah salah fokus,1,0.0,0,-1,1,0,0,1
797,0,lelah kost 18 ,0,0.0,0,-1,0,0,0,1
798,1,hati untuk sahabat orang maju smart tidak neko neko sederhana teman ajar sayang ibu sangat tanggung penuh amanah tidak ngeluh,0,0.0,0,3,2,2,4,1
799,1,dear sender menfes dm buka sangat ayuk cerita bagi nggk sayang,1,0.0,0,3,0,0,3,0
800,0,kacau aib orang lanjout xd pose b xd,0,0.0,0,-2,0,0,0,2
801,0,tidak salah via valen singgung umbar iya suka suka selo bodo iya suka suka chat driver ojol tidak sopan entitled ngamuk tertawa,0,0.019230769230769232,0,4,1,2,6,2
802,0,pilih jokowi golong putih pancasila dasar negara ikut ganti moh,0,0.0,1,0,2,1,1,1
803,1,kendara mobil arah lobby henti kasih nanti mobil rangkul pundak kasih ayo masuk sayang buka pintu mobil kasih,0,0.0,0,2,1,1,2,0
804,0,iya ela pln sial bner ngerusak prabot rumah tangga dganti,0,0.06666666666666667,0,-1,0,0,0,1
805,1,malam film bagus man of steel pas rumah eh ftvnya vino 3,1,0.0,0,1,2,0,1,0
806,1,orang umur hubung asa pudar iya jatuh cinta emotxtangis i love you diddy,-1,0.03125,0,2,1,0,2,0
807,0,orang suka maksa bikin tidak suka sangat bicara pakai ngegaji maksa right bhay,0,0.0,0,0,0,1,1,1
808,1,adem sangat tidur nya,0,0.0,0,1,0,0,1,0
809,0,aneh ,0,0.0,0,-1,1,0,0,1
810,1,sayang kak aisyah  ,0,0.0,0,1,0,0,1,0
811,1,oke samasama,1,0.0,0,1,1,0,1,0
812,1,pulsa cepat habis iya tidak senyum hati hasil download game waptrick oldmoneygakngerasain,0,0.0,0,2,2,1,3,1
813,1,terima kasih eh selamat lolos babak semangat,0,0.0,1,3,1,0,3,0
814,0,tidak sanggup lambai tangan camera saudara laki laki jemput pleaselah henti komen aneh negara salah tugas perintah tho,0,0.0,0,-3,2,1,0,3
815,0,jari jari jago sangat tidak kali iya betapa siksa jam jam minggu ruang konsultasi nyeritain bikin takut nginjek kaki rumah,0,0.0,0,1,1,1,1,0
816,0,neng sangat iya refreshing neng sangat cari udara segar laku sempit iya gausah lebay-lebay pulang kesini tidak minta kaya lho,0,0.0,0,0,1,1,1,1
817,0,kecewa akulaku 4 daftar tidak ackata cs suruh pakai nomor tidak achari ganti ekali nomor tidak acapakah tutup nasabah,0,0.023255813953488372,0,-1,0,3,0,1
818,1,pagi oh iya selamat pergi qm,1,0.0,0,0,1,0,1,1
819,1,gurindam 1-1 karya raja ali haji baca sd baca ajar arab melayu fenomenal serius coba baca,0,0.03571428571428571,0,2,2,0,3,1
820,1,malam super random bangets beli tiket makassar habis beli tiket pikir yak makassar kangen jalan random,0,0.0,0,-1,1,0,0,1
821,1,alhamdulilah bimbing selesai tingal prepare syuting semangat my team,0,0.0,0,3,0,0,3,0
822,0,lahir wajah enak lho susah jelasinnya sekolah suka pakai helm diledekin antero sekolah keluarga sayang sangat pokok haru,-1,0.0,0,2,1,0,3,1
823,0,nama kerja a  profesional tidak profesional makan neng cinta tidak kenyang neng suka makan daging bakar a,-1,0.0,1,3,2,2,6,3
824,1,umur murah rezeki silaturrahmi bukbermendesa,0,0.0,0,2,1,0,2,0
825,1,bunda tidak sayang nak seman muncul mimpi bunda iya bunda neng panggil cerita cerita nak,1,0.0,0,1,0,1,2,1
826,1,panoramacantik bareng lia sobat cantik cewek rumah suka pakai sunscreen tidak acuh iya pakai jaket yah lindung kulit tubuh papar sinar matahari biar tidak kusam,0,0.0,0,4,1,2,4,0
827,1,selamat buku i want to write,0,0.0,0,1,0,0,1,0
828,1,dingin perhati keras dengan ajar wanita tidak manja tangguh ah sayang,1,0.0,0,0,2,1,3,3
829,0,bunda anak asuh hiperaktif suka hilang hilang iya nama anak maklum lelah nggk ngerjain kerja nungguin anak help me,0,0.0,0,-2,1,0,1,3
830,0,sial bicara yah cakin kaya tadu siang yah sangat sijamblang,0,0.0,2,-1,1,0,0,1
831,1,nama sayang disakitin kaya tetep maafin,1,0.0,0,1,1,0,1,0
832,0,tidak minat acara jenis acara cuma tertawa tidak cerdas buang tidak manfaat tidak malu iya bikin acara gituan,0,0.0,0,0,0,4,1,1
833,0,pea  pilih duluan salah ege depak biar 104  emotxtawa harapangi,0,0.0,0,0,1,0,1,1
834,0,miror mblo  sabar yeh ember mblo az  suram luh tidak nape-nape mbl,-1,0.0,0,0,1,1,1,1
835,0,pose atribut laknat indonesia komunis liberal antek aseng c,0,0.21052631578947367,0,-1,1,0,0,1
836,0,anak setan tidur tngal tidur,0,0.0,1,-1,1,0,0,1
837,0,kasihan pks ngemis ngemis sodorin nama nama cawapres tidak pilih menit menit pilih cawapresnya tamat cawapres pks pilihannye,0,0.13793103448275862,0,-1,0,1,1,2
838,1,oh bagus,0,0.0,0,0,1,0,1,1
839,1,sibuk apa untuk beri kabar malam iya kalimat buat lega,0,0.0,0,1,0,0,1,0
840,1,selamat makan karnivora with pic ,0,0.0,0,2,1,0,2,0
841,0,nyampe kampus daftar uji aika tidak bawa syarat sertif tidak daftar oke langsung bang bayar nyampe bang 14 46 satu aman bilang maaf mbak tutup asdfgjkl,0,0.0,0,0,1,2,1,1
842,0,min aju reksa dana tuju tanggal 28 05 tidak voucher gift card cek email tidak,0,0.0,0,0,0,2,0,0
843,1,selamat tunai ibadah sholat subuh bp presiden bp dipo moga kemarin t,0,0.0,0,4,1,0,4,0
844,1,marah papa masuk kamar banting pintu ketuk pintu bujuk tidak marah mama,0,0.0,0,0,2,1,1,1
845,0,terima tidak sih disakitin ayah sakit cewek,0,0.0,0,0,0,1,1,1
846,1,aduhganteng sangat celana merah gitudi man of steel pic  https t co ziiowrxeyr,0,0.0,0,0,0,0,0,0
847,0,jam sia sia bikin kaca orang sia sia tidak penuh janji orang,0,0.0,0,0,0,1,0,0
848,1,modal emotxtawa emotxtawa bareng jatuh cinta nyaman receh,4,0.0,0,2,1,0,2,0
849,0,buya gede susah peluk banding balik kasih,0,0.0,0,0,0,0,1,1
850,0,bahaya sih cal amit polos si sieun suruh motong hayam motong sapi goreng bala bala ge teu,0,0.0,0,-1,0,0,0,1
851,1,puisimalam apa alas tuhan moga kelak terima balas buat nya doa tidak aamiin tanda admin sore,0,0.030303030303030304,0,1,0,1,2,1
852,1,adem beyb tertawa,0,0.0,0,2,0,0,2,0
853,1,rcti film bagus tidak tidur tidur ,-1,0.0,0,1,1,1,1,0
854,0,brosur mengugah selera mbak 3 izi piza tidak enak,1,0.0,0,-1,2,1,0,1
855,1,erti nanganin ngamuk-ngamuk sayang nyuruh ubah orang sabar erti orang maju macem-macemin,0,0.0,0,3,1,0,3,0
856,0,galau bingung ngpain malas,0,0.0,0,-3,1,0,0,3
857,0,tahan sakit b,0,0.0,0,-2,1,0,0,2
858,1,tanding seno keras tidak acuh memyambut hangat tanding hebat kali tim provinsi babak bangga,0,0.0,0,3,1,1,4,1
859,0,bodoh tidak bicara orang lalai rubah siklus alur,0,0.0,0,-2,0,1,0,2
860,0,umaw emotxtawa protes salah tidak protes salah ,0,0.0,1,-1,2,1,2,3
861,1,oke cerita euh barusan sangat habis nonton film gratis lupa sponsor perempuan gera temenku 150 tiket gratis dibagiin kota bandung wey keren iya temenku,0,0.0,0,4,2,0,5,1
862,1,apaeh sengaja sayang deh baca b ku sayang take note already baby love you unconditionally baby cinta b right treat my king welarasso kissini muah,0,0.02702702702702703,1,4,0,0,4,0
863,1,biar bawah kelak bangun usaha kelola bos tani bangga usaha nonelse,0,0.0,0,1,0,0,1,0
864,0,bikin status sosmed ngejelekin pacarna cewek gilir hadiah ajak jalan kga bikin status muntahin ajan,0,0.0,0,1,1,0,1,0
865,0,he pakai sangat rtbngt ngelupain mantan susah mantan sayang,1,0.0,0,-2,2,0,0,2
866,1,saking asiknya test organo tidak sadar pabrik sepi kunci dalem untung sinyal ngabarin orang kantor,0,0.0,0,0,0,1,2,2
867,1,enak makan manis manis,0,0.0,0,3,1,0,3,0
868,0,iya beda bodoh via vallen doyan goyang seronok skg better seronok coba ngubah image nyanyi dangdut sensasi negatif kawin cerai main film syur,0,0.0,0,-3,1,0,0,3
869,0,sob senin suruh pulang pusing bodolah,0,0.0,0,-1,0,0,0,1
870,0,suka kesel fans sok sok atur sok sok gala hai negara cenayang diam biar dunia bersih bacot,0,0.0,0,-1,1,0,2,3
871,0,koalisi keok pasang ahy keok mimpin batalion tidak mimpin ri hai pikir waras,0,0.07692307692307693,2,-1,1,1,0,1
872,0,buruk hidup tidak langsung kerja laku jam dinding pindah tunda tunda tunda tunda tua tunda lapor,0,0.23076923076923078,0,0,0,1,0,0
873,1,aksi spektakuler timnas indonesia imbang timnas belanda babak goodjob garuda dukung,1,0.05263157894736842,0,1,1,0,1,0
874,0,lho mas amal nu tahlil ziara kubur yasinan bilang bid ah sesat kawan kawan kadang lawan disk,0,0.03125,0,-1,1,0,0,1
875,0,ah payah deh emotxtawa lupus led nomor hope a emotxtawa,2,0.0,0,-1,0,0,0,1
876,1,keren iya mana pakai baju koko sarung keren liaitukalia pakaianya ganti,0,0.0,0,2,0,0,2,0
877,1,wel prince charles bilang george kali lahir neng sangat usaha kakek ngerasa ngejaga william beliau ngajak george tanam bareng pokok sayang sangat,0,0.0,0,2,0,0,2,0
