id,sentimen,tweet,emoticon_score,ortografi,exclamation,lexicon_score,lexicon_pos_score,lexicon_neg_score,jj,neg
6287,1,malam makan mie aceh kumpul kumpul habis pulang lab bayangmu teman,0,0.0,0,1,1,0,0,0
6288,0,kena tanah merah iya jeblok kaya habis bertengkar habis nonton konser ã â â½,0,0.0,1,-1,0,1,1,0
6289,0,hasil kali menang kali kalah kali seri masukkan gol kemasukan gol point gmu,0,0.0,0,0,1,1,0,0
6290,0,tertawa lag kaya orang mati tidur cuk mati mah tidak bangun _ iya oke arstronot tidur tah mati kstu,-2,0.0,0,-2,2,4,1,1
6291,1,kamis ajeh kamis ã â â½ ã â â½ duluan,0,0.0,0,0,0,0,0,0
6292,0,tama b mati ny,0,0.0,0,-1,0,1,0,0
6293,1,maunya masuk p emotxtawa besok caca tidak masuk supeng tertawa konyol ih p,1,0.0,0,0,1,1,0,1
6294,1,aldi cie cinta cinta ã â â½,0,0.0,0,2,2,0,0,0
6295,0,tertawa twet awam kaya cu coba astaga tertawa,0,0.0,0,2,2,0,1,0
6296,0,lihat omi alamat tidak sc nich nonton omi malam omi seru,0,0.0,0,1,1,0,1,1
6297,1,dih ã â â½ ã â â½ gp sih tidak labil p rizcasr tadu eyut uyut tidak konsisten deh,0,0.0,0,0,1,1,1,2
6298,0,madrid tim dibangain sok sih lho ngeremehin lawan makan 2 1 kandang tertawa gelar mampus tertawa,0,0.0,2,0,3,3,0,0
6299,1,ah adik besok ta iya ji enak sangat iya,0,0.0,0,1,1,0,1,0
6300,1,jangan letih mencintaiku jangan lelah menyayangiku hinga bumi tidak bermentari ã â â,0,0.0,0,0,2,2,0,2
6301,1,tidak urusan orang seneng,0,0.0,0,0,0,0,0,1
6302,0,berangkat kampus jangan lupa mukanya bawa biar kampus tidak sibuk cari cari muka dosen emotxtawa,1,0.0,0,1,2,1,0,1
6303,0,idiot anjing nadyakarina heh kamari curahan hati pan jeung ceunah urus rumah pulang kerja masak,0,0.0,1,0,2,2,1,0
6304,1,dibutuhkan pria jatuh cinta pandangan detik,0,0.0,0,1,1,0,1,0
6305,1,tertawa ku tidak skolh nyeh orang p emotxtawa khildakn garau fit terlambat malas skolah fitri_ratna_ anak kelas banya,1,0.0,0,-1,1,2,0,1
6306,1,oke audi iza tidak enak audi iza usahakan,0,0.0,0,0,1,1,0,1
6307,0,ih _ jelek papan mas iya ciyan papan,-2,0.0,0,-1,0,1,0,0
6308,0,adik gu mang konyol lks dkerjain orang adik iya lks pendidikan jasmani disi,0,0.0,1,-1,0,1,0,0
6309,1,biskuit enak bikin hapy ayo folow kamera slr galtab lho cek favnya biskuitkokola,0,0.0,1,2,2,0,0,0
6310,0,lesu,0,0.0,0,-1,0,1,1,0
6311,0,if i lose myself reminya aneh deh,0,0.0,0,-1,0,1,1,0
6312,1,z tertawa cnd kakak iya intinya tidak pacar tertawa p tidak pacar terhormat,2,0.0,1,1,3,2,3,2
6313,0,salah kali iya ah,0,0.0,0,-1,0,1,1,0
6314,0,pintar dipakai minjemnya sam _,-1,0.0,0,1,1,0,0,0
6315,0,tidak ah kesal wajib redpasion istfcbfigathnas,2,0.0,1,0,1,1,0,1
6316,1,finya unindra bismilah deh semoga pilihan terbaik,1,0.0,0,3,3,0,1,0
6317,1,bohong _ aduh ileh galau iya prt p wle p,0,0.0,0,-3,0,3,0,0
6319,1,lucu,0,0.0,0,1,1,0,0,0
6320,0,parah ye,0,0.0,0,-1,0,1,0,0
6323,0,asli liburan ã � � â¹,0,0.0,1,1,1,0,1,0
6325,1,yauda diemin ndah tidak gangu hubungan orang biarin senang kehidupanya tertawa,2,0.0,0,2,2,0,1,1
6326,0,sembuh ã � � â ¹kalo kurus tidak asik,1,0.0,0,-1,1,2,1,1
6327,1,emotxtawa ganas sebentar tertawa yoman aniayaya bibir pakai bibir hahwhahwaha,1,0.0,0,0,1,1,0,0
6328,1,iya jam malam serius masuk trend bikin emotxtawa gamalielopentwiter,1,0.0,0,0,1,1,1,0
6329,1,cute p iya kakak cute p night semoga mimpi indah tidur,2,0.0,0,2,2,0,0,0
6330,1,iya deh sangat mah apan tertawa iya samasama peg,0,0.0,0,0,1,1,1,0
6331,0,orang tua sibuk rumah makanan beku o,0,0.0,0,-2,0,2,1,0
6332,0,biarin p sih nyambung nyambung kaya pentir ayan lon,0,0.0,0,0,0,0,1,0
6333,0,parah macet na sthn,0,0.0,0,-2,0,2,1,0
6334,1,selamat pagi kekasih hati,0,0.0,0,2,2,0,0,0
6335,0,aneh kelakuan bodo permata depok sektor nilam ã â â,0,0.0,0,-1,0,1,1,0
6337,1,dibalik perasan menyesal perjuangan keras,0,0.0,0,0,1,1,1,0
6338,1,yey makaci icat mumuah,0,0.0,0,0,0,0,0,0
6339,1,iya lh galau nyo lh pandai selingkuh ma ma prlu kuliah lai emotxtawa nyo ambiak jurusan selingkuhr,1,0.0,0,0,1,1,0,0
6340,1,ayo kesana p lapiz sayang dimance,0,0.0,0,2,2,0,0,0
6341,0,berduka cita wafatnya uly artha salah artis senior may you rest in peace makan uly,0,0.0,0,1,2,1,3,0
6342,0,naksir kawan murahan boy,0,0.0,1,-1,0,1,0,0
6344,1,langkahin deh ã å â ã â â ½ ã å â ã â â½ cincin tunangan kaya c,0,0.0,1,0,0,0,1,0
6345,1,senang habis jembatan sumarecon bekasi,0,0.0,0,1,1,0,0,0
6346,1,lucu orang-orang ngamuks habis urusan orang tertawa,2,0.0,0,2,2,0,0,0
6347,1,bismilah terima kasih sahabat kasih ngbuka mata pikiran lega nya pakai sangat,0,0.0,0,4,4,0,0,0
6349,0,laporan sk laporan kelbin kti stres,-1,0.0,0,-1,0,1,0,0
6350,1,selamat pagi rise shine jackases ã â â½ pic ã â â,0,0.0,1,1,1,0,0,0
6352,1,kak enga ngapa-ngapain daerah rumah ku kak,1,0.0,0,0,0,0,0,0
6354,1,cekuyah duyu anak rajin tidak,0,0.0,0,1,1,0,0,1
6355,1,emotxtawa berani,1,0.0,0,1,1,0,1,0
6356,1,suasana alamnya indah van kgen spart kangen kampung iya,0,0.0,0,0,1,1,1,0
6357,0,menyedihkan menyayangi tidak,0,0.0,0,-1,0,1,0,1
6358,1,terpaksa tidak ikutan sedih strong sayang ã â â,5,0.0,0,1,2,1,0,1
6359,0,banjir macet keributan panas iya tuhan,0,0.0,0,-3,0,3,2,0
6360,1,hulk akut norak alayers yaroek ech,0,0.0,1,-2,0,2,0,0
6361,1,i m rumah nita ã â â½ ã â â½ harapan indah bekasi pic,0,0.0,0,2,2,0,1,0
6362,0,kerja tidak serius,0,0.0,0,1,2,1,1,1
6363,1,pagi cantik ã � � âº,0,0.0,0,1,1,0,0,0
6364,0,kondisi serba tidak enak griya alam sentosa cileungsi ã â â,0,0.0,0,-1,0,1,0,1
6366,0,kelarnya wicaksono home pic ã â â,0,0.0,0,0,0,0,0,0
6367,0,coba emot kesal,0,0.0,0,-1,0,1,0,0
6369,0,besok rumah sakit dm eror,0,0.0,0,-2,0,2,0,0
6370,1,jug sayang sayang malaikat hihi ã â â ½ ã å â ã â â½,0,0.0,0,2,2,0,0,0
6371,0,dipuncak kesedihan inipun tegar tuhan butuh penopang tiang hatiku,-1,0.0,0,0,1,1,0,0
6372,0,hajar bre ouh iya tampang lau kaya pingiran wajan gosong jangan sok jual mahal lau,0,0.0,0,-2,1,3,2,0
6373,1,risiko ditakuti dihadapi cerdik cerdas profesional others pic,0,0.0,0,3,3,0,1,0
6374,1,iya ã â â½ semoga sehat sedia,0,0.0,0,2,2,0,1,0
6376,1,pas prj gajian emotxtawa h,1,0.0,0,1,1,0,0,0
6378,1,ã â å suka mengaku mengaku om om keren mah om om ketemu cowok cakap,0,0.0,0,2,3,1,0,0
6379,1,bagus iya poto pakai cameraego bikin langsing ã â â ¹ã â å ¾ ã â â ¹ã â å ¾ ã â â ¹ã â å ¾ ã â â ¹ã â å ¾ ã â â ¹ã â å ¾ ã â â ¹ã â å ¾ ã â â ¹ã â å ¾ ã â â ¹ã â å ¾ ã â â ¹ ã â â ½ ã â � � ã â â ½ ã â � � ã â â½,-1,0.0,0,1,1,0,1,0
6380,0,basah kuyup arum jeram _,-1,0.0,0,-1,0,1,0,0
6381,1,omong p pokoknya kena kena apan sok sangat tertawa biarin kena,0,0.0,1,0,1,1,0,0
6382,1,bang nonton film cinta brontosaurus,0,0.0,0,1,1,0,0,0
6383,0,miapa dedep hancur,0,0.0,0,-1,0,1,1,0
6384,1,mis jelek bicara bicara mis folowersnya sih,0,0.0,0,-1,0,1,1,0
6385,0,bingung bocah dewasa ck,0,0.0,0,-1,1,2,1,0
6391,0,apan grgr dangdut,0,0.0,0,0,0,0,0,0
6392,0,indovision sembarangan motong sinema elektronik korea ngelunjak ergh,0,0.0,3,-2,0,2,1,0
6393,1,skiping enak iya,0,0.0,0,1,1,0,0,0
6394,0,tidak papa sih _ rt saputranr parah si putra emotxtawa h ã â â½,1,0.0,0,-1,0,1,1,1
6395,0,keselnya kesal tertawa iya malam mingu kayaknya bosan sangat,0,0.0,0,-1,1,2,1,0
6396,1,he oke deh sayang,0,0.0,0,2,2,0,0,0
6397,1,kucing nya tidak bulu salah kebiasan kucing pulang rumah nyamperin mijitin peru,0,0.0,0,0,1,1,2,1
6398,1,sih dila sombong p apasi asa p wo sombong wo,0,0.0,2,-2,0,2,0,0
6399,0,maksod pas si muloh subur akun twetnya,0,0.0,0,2,2,0,0,0
6400,1,terima kasih nisa selamat ulang mama nya rindu,0,0.0,0,3,3,0,1,0
6401,0,kampus asing,0,0.0,0,-1,0,1,1,0
6402,0,supermanya tidak kaya ã â â½ ceritanya ã â â½ ã � � â man of stel ã â â,0,0.0,0,0,0,0,1,1
6403,1,eh si karata yawoh meleleh tidak kuat ã â â½ ã â â½ ces,0,0.0,0,-1,0,1,1,1
6404,0,panjangnya dea s rom pic ã â â,0,0.0,0,0,0,0,0,0
6405,1,lucu,0,0.0,0,1,1,0,0,0
6406,1,bensin soribu liter jakarta macet kesal,0,0.0,0,-2,0,2,1,0
6407,0,tidak masuk bng sakit perut,0,0.0,0,-1,0,1,1,1
6408,1,selamat tangal semoga iya dewasa ã � � â º ã â â ã â âª,0,0.0,0,2,3,1,2,0
6409,1,emotxtawa sialan besok juara liga ny biar siarin tertawa pis tidak nonton bareng ling streami,1,0.0,0,1,2,1,0,1
6410,1,selamat tidur ganteng cantiknya tidak ã â â deh fajar others post production global tv bth flor ã â â,0,0.0,0,2,2,0,1,1
6411,0,kangen asli misyu bey,-2,0.0,0,0,1,1,1,0
6412,1,tidak peduli sesakit tidak kuhiraukan menungu ujung jalan mengengam tanganku ku,0,0.0,0,-1,0,1,0,2
6413,1,berdebat menghujat berfikirlah rasional irasional semoga tidak hancur selamat malam tweps,0,0.0,0,1,3,2,5,1
6414,1,runing man main bagus tidak pilemnya,0,0.0,0,1,1,0,2,1
6415,1,sore kakak halo selamat sore,2,0.0,1,1,1,0,1,0
6416,1,pelajaran tertawa i m fre gpelajaran _ oiya tidak mikir pusing tertawa,-2,0.0,0,2,3,1,0,1
6417,1,tenang bm an kangen kakak kelas,1,0.0,0,0,1,1,1,0
6418,0,dibaik baikin tidak ditahan tahanin menyiksa hati,0,0.0,0,0,1,1,0,1
6419,1,selamat makan ã â â½ ã â â½ with others ah mei cafe pejaten vilage pic ã â â,0,0.0,0,2,2,0,1,0
6420,1,iya didepan baiknya terlihant hati,0,0.0,1,1,1,0,0,0
6421,1,thang haerudin bakso malang karapitan,0,0.0,0,-1,0,1,0,0
6422,1,pondok indah rowley jiji fregley he oke fregley,0,0.0,0,2,2,0,1,0
6423,1,tertawa kaya iklan bel bochor-bochor,0,0.0,0,1,1,0,0,0
6424,0,prospek der tidak uang yah tidak dbkin private message deh tidak _,-1,0.0,0,0,0,0,0,3
6425,0,maksudnya salah maksud,0,0.0,0,-1,0,1,1,0
6426,1,selamat pagi si penjaga tulang rusuku ã â â ½ ã å â ã â â½ ã â â½,0,0.0,0,1,1,0,0,0
6427,1,eh emotxtawa terima kasih jal soundcloudnya bagus l,1,0.0,0,2,2,0,1,0
6428,1,anak dung hah enak vita anak yapenda,0,0.0,0,1,1,0,0,0
6429,1,eh buset sayang ade papa,0,0.0,0,1,1,0,0,0
6430,1,tidak manusia kaya situ _ rizal_vrdaus alhamdulilah iya tertawa,0,0.0,0,2,2,0,1,1
6431,1,iya kakak bigthanks iya sayang ã â â½ ã â â½ ã â â ½ ã å â ã â â ½c trsenyum brdoa apapun ã â â½ trjadi ã â â½ ã â â ½ ã å â ã â â½ 9,0,0.0,0,1,1,0,0,0
6432,1,_ he iya kak nginep-nginepnya tidak kak cepat bingit _ tertawa mangat deh deh,-3,0.0,0,1,2,1,1,1
6433,1,mamah sayang hrusnya tidak takut ngehubungin,0,0.0,0,1,1,0,1,1
6434,0,tenang si li tenan p,0,0.0,0,1,1,0,0,0
6435,0,iyah seram yah marah _,0,0.0,0,-2,0,2,1,0
6436,0,kehilangan sahabat sakit kehilangan pacar nuel ibthn suka ngemutin celana o,0,0.0,0,0,1,1,1,0
6437,1,emotxtawa macet sangat macet puri tertawa a emotxtawa h puri puri,2,0.0,0,-1,1,2,2,0
6438,0,sinyal rumah _,-1,0.0,0,0,0,0,0,0
6439,0,mulainya _,-1,0.0,0,0,0,0,0,0
6440,0,anak rajin ã â â½ _,-1,0.0,0,1,1,0,0,0
6441,0,noh kaya kotoran,0,0.0,0,-1,0,1,1,0
6442,1,tertawa fi leby ah msa segitunya emotxtawa terharu nagis iri,1,0.0,0,0,1,1,1,0
6443,0,stres bocah _,-1,0.0,0,-1,0,1,0,0
6444,1,working pt anugerah kemenangan akb ã â â,0,0.0,1,1,1,0,0,0
6445,1,ayo ikutan tidak nya hadiah menarik menungu lho raianivga,0,0.0,1,2,3,1,0,1
6446,0,saelah bunda dewe marah emotxtawa sompret bawa umur iya igtahun mengeluh,1,0.0,0,-2,0,2,1,0
6447,0,nungu jalan gratis kantor bandung jogja gtatis _,-1,0.0,0,1,1,0,2,0
6448,0,sakit sih yalah z,0,0.0,0,-1,0,1,0,0
6449,0,moving hape ejam teror,0,0.0,0,-1,0,1,0,0
6450,0,ramai ã â â½ ã â â½ ã â â ½ ã å â,0,0.0,0,0,1,1,1,0
6451,1,duniamention mention teman rajin,0,0.0,1,1,1,0,0,0
6452,1,menghilangkan pikiran buruk kepala mari run fitnes center bang indonesia ã â â,0,0.0,1,-1,0,1,1,0
6453,1,setangkai bunga buah kue romantis cowok kaya iya 3,0,0.0,0,1,1,0,1,0
6454,0,tidak kesal ksel,0,0.0,0,1,1,0,0,1
6455,1,tidak sih sayang,0,0.0,0,0,1,1,0,1
6456,1,belajar yak biar besok tidak kebingungan kaya mtk tertawa,0,0.0,0,2,2,0,1,1
6457,1,berangkat bakso mah enak,0,0.0,0,0,1,1,0,0
6458,0,sayang banci terbukti bersalah pidana jbulan,0,0.0,1,0,1,1,0,0
6459,1,enak dikemayoran yan _ nge bayang ngin ketan putih susu tertawa tansus dimane,-2,0.0,0,2,2,0,0,0
6460,1,raya idul remajaindonesia fav,0,0.0,0,1,1,0,0,0
6461,0,anak norak _,-1,0.0,0,-1,0,1,0,0
6462,1,hati tidak bohong jujur sayang ah ntahlah,0,0.0,0,3,4,1,0,1
6463,1,sesosok wanita junior kampus kenal anak nya sangat polos semoga terbaik,1,0.0,0,2,2,0,2,0
6464,1,abisnya tidak perhatin sih muti kakak muti ngapa deh iyah cantik _,-1,0.0,0,1,1,0,1,1
6465,1,liliana natsir kece badai iya allah,0,0.0,0,2,2,0,0,0
6466,1,hepi besday kakak semoga cantik pintar sholeha umur sehat kebangan orangtua amin ã â â,0,0.0,1,5,5,0,2,0
6467,0,artis tidak homo mah tidak keren ã â â½ ade hombreng ã â â½ jijik,0,0.0,0,-1,2,3,1,2
6468,0,jaman iya telepon pakai private number halah sok misterius tidak hedeh cpd p,0,0.0,1,-1,0,1,1,1
6469,1,barutau iwa lucunya emotxtawa lucu ngeflbck si maaf eror he,1,0.0,0,0,1,1,0,0
6470,0,oke kali ngantuk,0,0.0,0,1,1,0,0,0
6471,1,bandung jangan nakal eaps,0,0.0,0,0,1,1,0,0
6472,1,oke oke terima kasih iya,1,0.0,0,3,3,0,0,0
6473,1,hidup tenang penuh syukur sehat hidup harapanku,0,0.0,0,4,5,1,2,0
6474,1,senyumanmu gelisah tidak menentu,0,0.0,0,-1,0,1,0,1
6475,1,oce said iri kakak,1,0.0,0,-1,0,1,0,0
6476,0,aigo exo bagus riweuh iya artis label tidak kaya fans-fansnya,0,0.0,0,1,1,0,3,1
6477,1,noverina saum daya utama manajemen sumberdaya lahan msl kenalan,0,0.0,0,1,1,0,1,0
6478,0,balikrmh saudara makan mang kmana cepat 3,0,0.0,0,2,2,0,1,0
6479,1,timbang uas nes jelek tingal ngulang emotxtawa ih mentang-mentang merasakan _,1,0.0,0,-1,0,1,0,0
6480,1,,0,0.0,0,0,0,0,0,0
6481,1,seafod sih mah beli tidak mengantri p brbngikutantrianwine marketingoficegrencove,0,0.0,0,-1,0,1,0,1
6482,1,cinta tidak butuh sempurna butuh ketulusan cintamu tulus cintamu sempurna,0,0.0,0,4,5,1,1,1
6483,0,males kaya huh,0,0.0,0,-1,0,1,1,0
6484,1,sebentar cici botel tungu posy junior iya emotxtawa bikin emotxtawa rt posynatashya anak lucu sangat jadipengenpunya,2,0.0,0,1,1,0,0,0
6485,0,,0,0.0,0,0,0,0,0,0
6486,1,mbak mas qhotanya jahat tertawa anak buahnya nyipelet ã â â ½rt anak buahnya mas qhota mbak,0,0.0,0,0,1,1,0,0
6487,0,t spasi t e spasi e cyert komunikasi gampang nelpon pakai tab gede sangat,0,0.0,0,2,2,0,0,0
6488,1,kali landingnya besok telbang pacar akuh medan ah tidak pas sih ngajakinya _,-1,0.0,0,-1,0,1,2,1
6489,1,emotxtawa kangin ngelawak ma si oktiya ngegodain oktiya ah iri _ gp senang tidak lihat langsung,-1,0.0,2,0,1,1,0,1
6490,1,doaku tuhan jangan biarkan berkeluh kesah berpikiran sempit berhati kotor bersifat malas,0,0.0,0,-3,0,3,2,0
6491,0,rusuh si abi,0,0.0,0,-1,0,1,0,0
6492,0,oh nomor sasaran brikut kepala pusing,0,0.0,1,-2,0,2,0,0
6493,0,setan mi orang pin nanyain on of _,-1,0.0,0,-1,0,1,0,0
6494,0,ayo finya niy tidak mengajak malmongan niy iokm jam,0,0.0,0,1,1,0,0,1
6495,0,cantik matre wajar jelek matre baca istighfar,0,0.0,0,1,2,1,0,0
6496,1,mendadak kaya bikin festival apapun tolong diperhatin namanya tong sampah iya terima kasih,0,0.0,0,0,1,1,2,0
6497,0,kelaparan solaria,0,0.0,0,-1,0,1,0,0
6498,1,asyik asyik ngebosin nyimak ã â â½ insya allah,0,0.0,0,3,3,0,0,0
6499,1,oke,0,0.0,0,1,1,0,0,0
